"dataset","loci_name","alphabet","n_taxa","n_bp","pass_phi","pass_maxchi","pass_geneconv_inner","pass_geneconv_outer","pass_geneconv"
"Vanderpool2020","ORTHOMCL12981","dna",18,2277,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12982","dna",28,1631,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12983","dna",29,1185,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12986","dna",29,231,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12988","dna",29,243,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12989","dna",28,1197,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12990","dna",29,1275,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12993","dna",29,1851,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12994","dna",29,723,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12996","dna",29,808,TRUE,TRUE,NA,NA,NA
"Vanderpool2020","ORTHOMCL12997","dna",29,651,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12998","dna",29,1599,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12999","dna",29,567,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13000","dna",29,1134,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13002","dna",29,867,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13004","dna",29,555,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13005","dna",29,366,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13008","dna",29,3258,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13009","dna",29,408,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13010","dna",29,432,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13011","dna",29,1014,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13012","dna",29,1305,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13013","dna",29,594,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13014","dna",29,1191,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13016","dna",29,1383,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13019","dna",29,1093,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13020","dna",29,1471,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13021","dna",29,1146,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13022","dna",29,1125,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13023","dna",29,792,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13026","dna",27,531,FALSE,TRUE,NA,NA,NA
"Vanderpool2020","ORTHOMCL13027","dna",29,914,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13028","dna",29,1101,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13029","dna",29,954,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13030","dna",29,1581,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13032","dna",29,626,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13033","dna",28,1050,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13034","dna",29,1272,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13039","dna",29,960,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13040","dna",29,996,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13041","dna",29,354,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13043","dna",18,879,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13044","dna",29,669,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13045","dna",29,504,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13047","dna",29,1215,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13048","dna",29,693,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13049","dna",29,456,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13051","dna",24,3048,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13053","dna",29,756,FALSE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13057","dna",29,414,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13058","dna",22,1126,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13061","dna",29,1059,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13062","dna",29,477,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13063","dna",29,1641,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13064","dna",28,312,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13066","dna",29,750,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13069","dna",22,1527,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13073","dna",29,1239,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13074","dna",29,876,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13076","dna",29,975,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13078","dna",29,1657,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13079","dna",28,756,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13080","dna",29,531,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13081","dna",29,309,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13082","dna",29,303,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13083","dna",29,1209,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13084","dna",29,856,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13085","dna",26,1193,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13086","dna",29,846,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13088","dna",29,909,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13089","dna",29,1551,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13090","dna",28,387,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13091","dna",29,327,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13093","dna",29,450,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13094","dna",29,2529,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13096","dna",29,1269,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13098","dna",29,933,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13099","dna",29,618,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13101","dna",29,1488,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13102","dna",29,585,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13106","dna",29,357,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13107","dna",29,1650,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13109","dna",29,1110,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13110","dna",28,945,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13111","dna",29,1350,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13112","dna",27,582,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13113","dna",29,666,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13115","dna",29,906,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13116","dna",29,840,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13117","dna",29,2226,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13118","dna",29,1206,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13121","dna",29,582,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13122","dna",29,960,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13123","dna",29,903,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13124","dna",24,561,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13125","dna",28,1527,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13130","dna",29,612,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13131","dna",29,1305,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13132","dna",29,222,FALSE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13133","dna",29,1672,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13134","dna",29,504,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13135","dna",29,1327,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13136","dna",29,489,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13138","dna",29,345,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13142","dna",29,504,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13143","dna",29,483,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13145","dna",27,1179,FALSE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13146","dna",29,663,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13148","dna",29,972,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13149","dna",29,837,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13151","dna",29,666,FALSE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13152","dna",28,1737,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13154","dna",29,1209,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13155","dna",29,504,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13156","dna",29,783,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13157","dna",29,1041,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13158","dna",29,1284,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13159","dna",29,1806,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13160","dna",29,771,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13161","dna",28,1677,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13162","dna",29,3519,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13163","dna",29,1008,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13164","dna",29,612,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13165","dna",29,1615,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13167","dna",29,2802,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13170","dna",29,2010,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13171","dna",29,1104,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13172","dna",29,918,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13173","dna",29,1035,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13174","dna",27,615,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13175","dna",29,2136,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13176","dna",29,1231,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13177","dna",29,672,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13178","dna",29,1254,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13180","dna",29,1047,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13181","dna",29,423,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13182","dna",29,702,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13184","dna",29,687,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13185","dna",29,1548,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13187","dna",29,633,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13188","dna",29,780,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13190","dna",29,456,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13192","dna",28,732,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13193","dna",29,1176,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13195","dna",28,981,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13196","dna",28,2250,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13199","dna",29,900,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13202","dna",29,456,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13203","dna",29,1137,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13204","dna",29,435,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13206","dna",29,672,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13208","dna",29,939,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13210","dna",29,738,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13211","dna",29,555,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13213","dna",29,831,FALSE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13214","dna",29,819,FALSE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13215","dna",29,462,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13217","dna",29,963,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13219","dna",28,1575,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13220","dna",29,657,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13221","dna",28,1449,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13222","dna",29,858,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13223","dna",29,555,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13226","dna",29,1038,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13227","dna",28,975,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13228","dna",29,579,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13229","dna",29,1104,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13230","dna",29,1077,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13231","dna",29,672,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13232","dna",29,2304,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13233","dna",29,615,FALSE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13235","dna",29,1065,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13236","dna",29,729,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13237","dna",29,2277,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13238","dna",26,1683,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13239","dna",29,732,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13240","dna",29,654,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13241","dna",28,462,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13243","dna",29,654,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13247","dna",29,660,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13248","dna",29,507,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13249","dna",29,675,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13251","dna",29,690,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13252","dna",29,864,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13254","dna",29,2064,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13256","dna",29,840,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13258","dna",29,822,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13259","dna",29,528,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13260","dna",28,2292,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13261","dna",29,1074,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13262","dna",29,1752,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13263","dna",29,333,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13265","dna",29,1740,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13266","dna",29,711,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13270","dna",23,888,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13272","dna",27,738,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13273","dna",28,1218,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13275","dna",29,654,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13276","dna",29,3432,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13277","dna",29,1188,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13278","dna",28,1041,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13279","dna",29,666,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13282","dna",29,645,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13283","dna",29,741,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13287","dna",28,573,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13288","dna",29,1476,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13289","dna",28,1727,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13290","dna",29,582,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13291","dna",29,699,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13292","dna",29,702,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13294","dna",29,924,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13295","dna",29,2379,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13297","dna",29,526,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13298","dna",29,1893,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13301","dna",29,612,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13302","dna",29,1398,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13304","dna",22,1200,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13306","dna",29,3531,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13307","dna",29,453,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13308","dna",29,1044,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13309","dna",29,765,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13312","dna",29,852,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13313","dna",29,594,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13315","dna",29,651,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13316","dna",29,1334,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13320","dna",29,486,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13322","dna",29,1011,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13323","dna",28,1287,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13324","dna",28,516,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13325","dna",29,1479,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13326","dna",29,1044,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13328","dna",29,1188,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13334","dna",26,666,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13335","dna",29,1218,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13336","dna",29,645,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13337","dna",28,1206,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13338","dna",29,549,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13340","dna",28,457,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13341","dna",28,3831,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13342","dna",29,903,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13343","dna",29,1257,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13344","dna",29,675,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13346","dna",29,501,FALSE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13348","dna",26,669,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13350","dna",27,1789,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13351","dna",29,1407,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13352","dna",29,402,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13353","dna",29,501,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13356","dna",29,1512,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13357","dna",29,1449,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13359","dna",29,591,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13360","dna",29,1107,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13361","dna",29,622,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13363","dna",29,261,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13367","dna",29,1017,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13369","dna",29,801,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL13371","dna",29,375,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13374","dna",26,1299,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL13377","dna",29,699,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL13378","dna",29,846,TRUE,TRUE,TRUE,TRUE,TRUE
